Season,Week,Event ID,Commence Time,Bookmaker,Last Update,Away,Home,Market,Team / Side,Line,American Odds,Raw Implied,Pair Key,No-Vig Implied,Source URL
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,DraftKings,2026-09-14T23:09:31Z,Denver Broncos,Kansas City Chiefs,h2h,Denver Broncos,,110,0.47619048,draftkings|5ad8135dc2b5f27de0b777acd317855a|h2h|event,0.45725646,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,DraftKings,2026-09-14T23:09:31Z,Denver Broncos,Kansas City Chiefs,h2h,Kansas City Chiefs,,-130,0.56521739,draftkings|5ad8135dc2b5f27de0b777acd317855a|h2h|event,0.54274354,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,DraftKings,2026-09-14T23:09:31Z,Denver Broncos,Kansas City Chiefs,spreads,Denver Broncos,2.5,-112,0.52830189,draftkings|5ad8135dc2b5f27de0b777acd317855a|spreads|event,0.50432976,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,DraftKings,2026-09-14T23:09:31Z,Denver Broncos,Kansas City Chiefs,spreads,Kansas City Chiefs,-2.5,-108,0.51923077,draftkings|5ad8135dc2b5f27de0b777acd317855a|spreads|event,0.49567024,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,DraftKings,2026-09-14T23:09:31Z,Denver Broncos,Kansas City Chiefs,totals,Over,42.5,-110,0.52380952,draftkings|5ad8135dc2b5f27de0b777acd317855a|totals|42.5,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,DraftKings,2026-09-14T23:09:31Z,Denver Broncos,Kansas City Chiefs,totals,Under,42.5,-110,0.52380952,draftkings|5ad8135dc2b5f27de0b777acd317855a|totals|42.5,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,FanDuel,2026-09-14T23:09:33Z,Denver Broncos,Kansas City Chiefs,h2h,Denver Broncos,,116,0.46296296,fanduel|5ad8135dc2b5f27de0b777acd317855a|h2h|event,0.44548474,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,FanDuel,2026-09-14T23:09:33Z,Denver Broncos,Kansas City Chiefs,h2h,Kansas City Chiefs,,-136,0.57627119,fanduel|5ad8135dc2b5f27de0b777acd317855a|h2h|event,0.55451526,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,FanDuel,2026-09-14T23:09:33Z,Denver Broncos,Kansas City Chiefs,spreads,Denver Broncos,2.5,-115,0.53488372,fanduel|5ad8135dc2b5f27de0b777acd317855a|spreads|event,0.51083424,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,FanDuel,2026-09-14T23:09:33Z,Denver Broncos,Kansas City Chiefs,spreads,Kansas City Chiefs,-2.5,-105,0.51219512,fanduel|5ad8135dc2b5f27de0b777acd317855a|spreads|event,0.48916576,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,FanDuel,2026-09-14T23:09:33Z,Denver Broncos,Kansas City Chiefs,totals,Over,43.5,-102,0.5049505,fanduel|5ad8135dc2b5f27de0b777acd317855a|totals|43.5,0.48071979,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,FanDuel,2026-09-14T23:09:33Z,Denver Broncos,Kansas City Chiefs,totals,Under,43.5,-120,0.54545455,fanduel|5ad8135dc2b5f27de0b777acd317855a|totals|43.5,0.51928021,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,LowVig.ag,2026-09-14T23:10:00Z,Denver Broncos,Kansas City Chiefs,h2h,Denver Broncos,,110,0.47619048,lowvig|5ad8135dc2b5f27de0b777acd317855a|h2h|event,0.45725646,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,LowVig.ag,2026-09-14T23:10:00Z,Denver Broncos,Kansas City Chiefs,h2h,Kansas City Chiefs,,-130,0.56521739,lowvig|5ad8135dc2b5f27de0b777acd317855a|h2h|event,0.54274354,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,LowVig.ag,2026-09-14T23:10:00Z,Denver Broncos,Kansas City Chiefs,spreads,Denver Broncos,1.5,-102,0.5049505,lowvig|5ad8135dc2b5f27de0b777acd317855a|spreads|event,0.49302845,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,LowVig.ag,2026-09-14T23:10:00Z,Denver Broncos,Kansas City Chiefs,spreads,Kansas City Chiefs,-1.5,-108,0.51923077,lowvig|5ad8135dc2b5f27de0b777acd317855a|spreads|event,0.50697155,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,LowVig.ag,2026-09-14T23:10:00Z,Denver Broncos,Kansas City Chiefs,totals,Over,43.0,-107,0.51690821,lowvig|5ad8135dc2b5f27de0b777acd317855a|totals|43.0,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,LowVig.ag,2026-09-14T23:10:00Z,Denver Broncos,Kansas City Chiefs,totals,Under,43.0,-107,0.51690821,lowvig|5ad8135dc2b5f27de0b777acd317855a|totals|43.0,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,BetOnline.ag,2026-09-14T23:09:59Z,Denver Broncos,Kansas City Chiefs,h2h,Denver Broncos,,110,0.47619048,betonlineag|5ad8135dc2b5f27de0b777acd317855a|h2h|event,0.45725646,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,BetOnline.ag,2026-09-14T23:09:59Z,Denver Broncos,Kansas City Chiefs,h2h,Kansas City Chiefs,,-130,0.56521739,betonlineag|5ad8135dc2b5f27de0b777acd317855a|h2h|event,0.54274354,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,BetOnline.ag,2026-09-14T23:09:59Z,Denver Broncos,Kansas City Chiefs,spreads,Denver Broncos,1.5,-107,0.51690821,betonlineag|5ad8135dc2b5f27de0b777acd317855a|spreads|event,0.49350396,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,BetOnline.ag,2026-09-14T23:09:59Z,Denver Broncos,Kansas City Chiefs,spreads,Kansas City Chiefs,-1.5,-113,0.53051643,betonlineag|5ad8135dc2b5f27de0b777acd317855a|spreads|event,0.50649604,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,BetOnline.ag,2026-09-14T23:09:59Z,Denver Broncos,Kansas City Chiefs,totals,Over,43.0,-110,0.52380952,betonlineag|5ad8135dc2b5f27de0b777acd317855a|totals|43.0,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,BetOnline.ag,2026-09-14T23:09:59Z,Denver Broncos,Kansas City Chiefs,totals,Under,43.0,-110,0.52380952,betonlineag|5ad8135dc2b5f27de0b777acd317855a|totals|43.0,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,BetMGM,2026-09-14T23:09:58Z,Denver Broncos,Kansas City Chiefs,h2h,Denver Broncos,,110,0.47619048,betmgm|5ad8135dc2b5f27de0b777acd317855a|h2h|event,0.45725646,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,BetMGM,2026-09-14T23:09:58Z,Denver Broncos,Kansas City Chiefs,h2h,Kansas City Chiefs,,-130,0.56521739,betmgm|5ad8135dc2b5f27de0b777acd317855a|h2h|event,0.54274354,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
