Season,Week,Event ID,Commence Time,Bookmaker,Book Key,Last Update,Home,Away,Player,Team,Opponent,Position,Market Key,Market Window,Line,Side,American Odds,Pair Key,Raw Implied,No-Vig Implied,Source URL
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,DraftKings,draftkings,2026-09-07T20:57:22Z,Seattle Seahawks,New England Patriots,DeMario Douglas,,,WR,player_reception_yds,Full Game,19.5,Under,-113,draftkings|DeMario Douglas|player_reception_yds|19.5,0.53051643,0.50210588,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,DraftKings,draftkings,2026-09-07T20:57:22Z,Seattle Seahawks,New England Patriots,George Holani,,,WR,player_reception_yds,Full Game,10.5,Over,-118,draftkings|George Holani|player_reception_yds|10.5,0.5412844,0.51265395,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,DraftKings,draftkings,2026-09-07T20:57:22Z,Seattle Seahawks,New England Patriots,George Holani,,,WR,player_reception_yds,Full Game,10.5,Under,-106,draftkings|George Holani|player_reception_yds|10.5,0.51456311,0.48734605,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,DraftKings,draftkings,2026-09-07T20:57:22Z,Seattle Seahawks,New England Patriots,Jadarian Price,,,WR,player_reception_yds,Full Game,7.5,Over,-117,draftkings|Jadarian Price|player_reception_yds|7.5,0.53917051,0.51054008,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,DraftKings,draftkings,2026-09-07T20:57:22Z,Seattle Seahawks,New England Patriots,Jadarian Price,,,WR,player_reception_yds,Full Game,7.5,Under,-107,draftkings|Jadarian Price|player_reception_yds|7.5,0.51690821,0.48945992,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,DraftKings,draftkings,2026-09-07T20:57:22Z,Seattle Seahawks,New England Patriots,Rhamondre Stevenson,,,RB,player_rush_yds,Full Game,58.5,Over,-111,draftkings|Rhamondre Stevenson|player_rush_yds|58.5,0.52606635,0.49789412,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,DraftKings,draftkings,2026-09-07T20:57:22Z,Seattle Seahawks,New England Patriots,Rhamondre Stevenson,,,RB,player_rush_yds,Full Game,58.5,Under,-113,draftkings|Rhamondre Stevenson|player_rush_yds|58.5,0.53051643,0.50210588,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,DraftKings,draftkings,2026-09-07T20:57:22Z,Seattle Seahawks,New England Patriots,Jadarian Price,,,RB,player_rush_yds,Full Game,51.5,Over,-114,draftkings|Jadarian Price|player_rush_yds|51.5,0.53271028,0.5042123,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,DraftKings,draftkings,2026-09-07T20:57:22Z,Seattle Seahawks,New England Patriots,Jadarian Price,,,RB,player_rush_yds,Full Game,51.5,Under,-110,draftkings|Jadarian Price|player_rush_yds|51.5,0.52380952,0.4957877,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,DraftKings,draftkings,2026-09-07T20:57:22Z,Seattle Seahawks,New England Patriots,Drake Maye,,,RB,player_rush_yds,Full Game,24.5,Over,-108,draftkings|Drake Maye|player_rush_yds|24.5,0.51923077,0.49157114,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,DraftKings,draftkings,2026-09-07T20:57:22Z,Seattle Seahawks,New England Patriots,Drake Maye,,,RB,player_rush_yds,Full Game,24.5,Under,-116,draftkings|Drake Maye|player_rush_yds|24.5,0.53703704,0.50842886,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,DraftKings,draftkings,2026-09-07T20:57:22Z,Seattle Seahawks,New England Patriots,George Holani,,,RB,player_rush_yds,Full Game,19.5,Over,-116,draftkings|George Holani|player_rush_yds|19.5,0.53703704,0.50842886,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,DraftKings,draftkings,2026-09-07T20:57:22Z,Seattle Seahawks,New England Patriots,George Holani,,,RB,player_rush_yds,Full Game,19.5,Under,-108,draftkings|George Holani|player_rush_yds|19.5,0.51923077,0.49157114,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,DraftKings,draftkings,2026-09-07T20:57:22Z,Seattle Seahawks,New England Patriots,Sam Darnold,,,RB,player_rush_yds,Full Game,5.5,Over,-116,draftkings|Sam Darnold|player_rush_yds|5.5,0.53703704,0.50842886,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,DraftKings,draftkings,2026-09-07T20:57:22Z,Seattle Seahawks,New England Patriots,Sam Darnold,,,RB,player_rush_yds,Full Game,5.5,Under,-108,draftkings|Sam Darnold|player_rush_yds|5.5,0.51923077,0.49157114,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,DraftKings,draftkings,2026-09-07T20:57:22Z,Seattle Seahawks,New England Patriots,Rashid Shaheed,,,RB,player_rush_yds,Full Game,2.5,Over,-103,draftkings|Rashid Shaheed|player_rush_yds|2.5,0.50738916,0.48098297,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,DraftKings,draftkings,2026-09-07T20:57:22Z,Seattle Seahawks,New England Patriots,Rashid Shaheed,,,RB,player_rush_yds,Full Game,2.5,Under,-121,draftkings|Rashid Shaheed|player_rush_yds|2.5,0.54751131,0.51901703,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Cooper Kupp,,,WR,player_reception_yds,Full Game,29.5,Over,-114,fanduel|Cooper Kupp|player_reception_yds|29.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Cooper Kupp,,,WR,player_reception_yds,Full Game,29.5,Under,-114,fanduel|Cooper Kupp|player_reception_yds|29.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Romeo Doubs,,,WR,player_reception_yds,Full Game,36.5,Over,-114,fanduel|Romeo Doubs|player_reception_yds|36.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Romeo Doubs,,,WR,player_reception_yds,Full Game,36.5,Under,-114,fanduel|Romeo Doubs|player_reception_yds|36.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,AJ Barner,,,WR,player_reception_yds,Full Game,24.5,Over,-114,fanduel|AJ Barner|player_reception_yds|24.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,AJ Barner,,,WR,player_reception_yds,Full Game,24.5,Under,-114,fanduel|AJ Barner|player_reception_yds|24.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Rhamondre Stevenson,,,WR,player_reception_yds,Full Game,23.5,Over,-114,fanduel|Rhamondre Stevenson|player_reception_yds|23.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Rhamondre Stevenson,,,WR,player_reception_yds,Full Game,23.5,Under,-114,fanduel|Rhamondre Stevenson|player_reception_yds|23.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,A.J. Brown,,,WR,player_reception_yds,Full Game,60.5,Over,-114,fanduel|A.J. Brown|player_reception_yds|60.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,A.J. Brown,,,WR,player_reception_yds,Full Game,60.5,Under,-114,fanduel|A.J. Brown|player_reception_yds|60.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Jadarian Price,,,WR,player_reception_yds,Full Game,8.5,Over,-114,fanduel|Jadarian Price|player_reception_yds|8.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Jadarian Price,,,WR,player_reception_yds,Full Game,8.5,Under,-114,fanduel|Jadarian Price|player_reception_yds|8.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Hunter Henry,,,WR,player_reception_yds,Full Game,34.5,Over,-114,fanduel|Hunter Henry|player_reception_yds|34.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Hunter Henry,,,WR,player_reception_yds,Full Game,34.5,Under,-114,fanduel|Hunter Henry|player_reception_yds|34.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,DeMario Douglas,,,WR,player_reception_yds,Full Game,19.5,Over,-114,fanduel|DeMario Douglas|player_reception_yds|19.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,DeMario Douglas,,,WR,player_reception_yds,Full Game,19.5,Under,-114,fanduel|DeMario Douglas|player_reception_yds|19.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,George Holani,,,WR,player_reception_yds,Full Game,10.5,Over,-114,fanduel|George Holani|player_reception_yds|10.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,George Holani,,,WR,player_reception_yds,Full Game,10.5,Under,-114,fanduel|George Holani|player_reception_yds|10.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Jaxon Smith-Njigba,,,WR,player_reception_yds,Full Game,82.5,Over,-114,fanduel|Jaxon Smith-Njigba|player_reception_yds|82.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Jaxon Smith-Njigba,,,WR,player_reception_yds,Full Game,82.5,Under,-114,fanduel|Jaxon Smith-Njigba|player_reception_yds|82.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Rashid Shaheed,,,WR,player_reception_yds,Full Game,31.5,Over,-114,fanduel|Rashid Shaheed|player_reception_yds|31.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Rashid Shaheed,,,WR,player_reception_yds,Full Game,31.5,Under,-114,fanduel|Rashid Shaheed|player_reception_yds|31.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Drake Maye,,,RB,player_rush_yds,Full Game,24.5,Over,-114,fanduel|Drake Maye|player_rush_yds|24.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Drake Maye,,,RB,player_rush_yds,Full Game,24.5,Under,-114,fanduel|Drake Maye|player_rush_yds|24.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,George Holani,,,RB,player_rush_yds,Full Game,19.5,Over,-114,fanduel|George Holani|player_rush_yds|19.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,George Holani,,,RB,player_rush_yds,Full Game,19.5,Under,-114,fanduel|George Holani|player_rush_yds|19.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Jadarian Price,,,RB,player_rush_yds,Full Game,51.5,Over,-114,fanduel|Jadarian Price|player_rush_yds|51.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Jadarian Price,,,RB,player_rush_yds,Full Game,51.5,Under,-114,fanduel|Jadarian Price|player_rush_yds|51.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Rhamondre Stevenson,,,RB,player_rush_yds,Full Game,55.5,Over,-114,fanduel|Rhamondre Stevenson|player_rush_yds|55.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Rhamondre Stevenson,,,RB,player_rush_yds,Full Game,55.5,Under,-114,fanduel|Rhamondre Stevenson|player_rush_yds|55.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Sam Darnold,,,RB,player_rush_yds,Full Game,5.5,Over,-114,fanduel|Sam Darnold|player_rush_yds|5.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Sam Darnold,,,RB,player_rush_yds,Full Game,5.5,Under,-114,fanduel|Sam Darnold|player_rush_yds|5.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Rashid Shaheed,,,RB,player_rush_yds,Full Game,2.5,Over,-114,fanduel|Rashid Shaheed|player_rush_yds|2.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,FanDuel,fanduel,2026-09-07T20:57:26Z,Seattle Seahawks,New England Patriots,Rashid Shaheed,,,RB,player_rush_yds,Full Game,2.5,Under,-114,fanduel|Rashid Shaheed|player_rush_yds|2.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,BetOnline.ag,betonlineag,2026-09-07T20:58:05Z,Seattle Seahawks,New England Patriots,DeMario Douglas,,,WR,player_reception_yds,Full Game,20.5,Over,-114,betonlineag|DeMario Douglas|player_reception_yds|20.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,BetOnline.ag,betonlineag,2026-09-07T20:58:05Z,Seattle Seahawks,New England Patriots,DeMario Douglas,,,WR,player_reception_yds,Full Game,20.5,Under,-114,betonlineag|DeMario Douglas|player_reception_yds|20.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,BetOnline.ag,betonlineag,2026-09-07T20:58:05Z,Seattle Seahawks,New England Patriots,Rashid Shaheed,,,WR,player_reception_yds,Full Game,31.5,Over,-112,betonlineag|Rashid Shaheed|player_reception_yds|31.5,0.52830189,0.49690467,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,BetOnline.ag,betonlineag,2026-09-07T20:58:05Z,Seattle Seahawks,New England Patriots,Rashid Shaheed,,,WR,player_reception_yds,Full Game,31.5,Under,-115,betonlineag|Rashid Shaheed|player_reception_yds|31.5,0.53488372,0.50309533,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,1,8c94552d022acec4a0458d70c19d3da9,2026-09-10T00:20:00Z,BetOnline.ag,betonlineag,2026-09-07T20:58:05Z,Seattle Seahawks,New England Patriots,A.J. Brown,,,WR,player_reception_yds,Full Game,61.5,Over,-114,betonlineag|A.J. Brown|player_reception_yds|61.5,0.53271028,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
